kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,scientificName,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,day,month,year,basisOfRecord,institutionCode,catalogNumber,identifiedBy,dateIdentified,rightsHolder,recordedBy
Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Eumenes,Eumenes crucifera,,"Eumenes crucifera Prov., 1888",Los Angeles,California,34.059061,-118.364535,1937-09-06T00:00:00Z,6,9,1937,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 200 613,Dr. Richard M. Bohart : University of California,1957-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Euodynerus,Euodynerus crypticus,californicus,"Polistes dorsalis californicus Bohart, 1949",Los Angeles,California,34.059061,-118.364535,1935-10-27T00:00:00Z,27,10,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 201 150,Dr. Richard M. Bohart : University of California,1953-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eusattus,Eusattus dubius,,Eusattus dubius,Los Angeles County,California,34.36667,-118.2,1929-02-17T00:00:00Z,17,2,1929,PRESERVED_SPECIMEN,CSU,CSU ENT0005333,L.W. Saylor,,Department of Bioagricultural Sciences and Pest Management,unknown
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Geomysaprinus,Geomysaprinus paeminosus,,"Geomysaprinus paeminosus (J.L.LeConte, 1851)",Los Angeles,California,34.059061,-118.364535,1936-04-26T00:00:00Z,26,4,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 831 641,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Chilopoda,Lithobiomorpha,Lithobiidae,Gosibius,Gosibius angelicus,,"Gosibius angelicus Chamberlin, 1944",Los Angeles,California,34.059061,-118.364535,1936-02-02T00:00:00Z,2,2,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 008 412,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Chilopoda,Lithobiomorpha,Lithobiidae,Gosibius,Gosibius angelicus,,"Gosibius angelicus Chamberlin, 1944",Los Angeles,California,34.059061,-118.364535,1936-02-02T00:00:00Z,2,2,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 008 411,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Chilopoda,Lithobiomorpha,Lithobiidae,Gosibius,Gosibius paucidens,,"Gosibius paucidens Wood, 1862",Los Angeles,California,34.059061,-118.364535,1936-02-03T00:00:00Z,3,2,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 096 154,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Chilopoda,Lithobiomorpha,Lithobiidae,Gosibius,Gosibius paucidens,,"Gosibius paucidens Wood, 1862",Los Angeles,California,34.059061,-118.364535,1935-07-15T00:00:00Z,15,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 096 155,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Arachnida,Araneae,Filistatidae,Kukulcania,Kukulcania arizonica,,"Kukulcania arizonica (Chamberlin & Ivie, 1935)",Los Angeles,California,34.059061,-118.364535,1936-01-01T00:00:00Z,,1,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0002 857 679,Willis J. Gertsch : American Museum of Natural History,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Arachnida,Araneae,Filistatidae,Kukulcania,Kukulcania arizonica,,"Kukulcania arizonica (Chamberlin & Ivie, 1935)",Los Angeles,California,34.059061,-118.364535,1936-01-01T00:00:00Z,,,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0002 857 684,Willis J. Gertsch : American Museum of Natural History,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Diplopoda,Spirostreptida,Cambalidae,Leiodere,Leiodere angelorum,,"Leiodere angelorum Chamberlin, 1943",Los Angeles,California,34.059061,-118.364535,1936-01-05T00:00:00Z,5,1,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 000 641,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Diplopoda,Spirostreptida,Cambalidae,Leiodere,Leiodere angelorum,,"Leiodere angelorum Chamberlin, 1943",Los Angeles,California,34.059061,-118.364535,1936-01-05T00:00:00Z,5,1,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 001 163,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile perihirta,,"Megachile perihirta Cockerell, 1898",Los Angeles,California,34.059061,-118.364535,1935-09-01T00:00:00Z,1,9,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 136 088,Johnson,1980-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes agilis,,"Melissodes agilis Cresson, 1878",Los Angeles,California,34.0643,-118.1884,1933-07-16T00:00:00Z,16,7,1933,PRESERVED_SPECIMEN,USDA-ARS,BBSL512534,,,,C.D. Michener
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes robustior,,"Melissodes robustior Cockerell, 1915",Los Angeles,California,34.059061,-118.364535,1935-09-01T00:00:00Z,1,9,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 187 629,Dr. Wallace E. LaBerge : Illinois Natural History Survey,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Micropeplus,Micropeplus robustus,,"Micropeplus robustus Campbell, 1968",Los Angeles,California,34.059061,-118.364535,1918-07-12T00:00:00Z,12,7,1918,PRESERVED_SPECIMEN,FMNH,FMNHINS 0002 819 511,Dr. John M. Campbell : Biosystematics Research Center,1968-01-01T00:00:00Z,The Field Mueum of Natural History,L. R. Reynolds
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Microrhopala,Microrhopala rubrolineata,rubrolineata,Microrhopala rubrolineata rubrolineata,Los Angeles,California,34.059061,-118.364535,1936-04-26T00:00:00Z,26,4,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 027 090,Dr. Shawn M. Clark : Brigham Young University,1982-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Neopachylopus,Neopachylopus sulcifrons,,"Neopachylopus sulcifrons (Mannerheim, 1843)",Los Angeles,California,34.059061,-118.364535,1907-08-05T00:00:00Z,5,8,1907,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 832 263,,,The Field Mueum of Natural History,
Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Neopachylopus,Neopachylopus sulcifrons,,"Neopachylopus sulcifrons (Mannerheim, 1843)",Los Angeles,California,34.059061,-118.364535,1907-08-05T00:00:00Z,5,8,1907,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 832 264,,,The Field Mueum of Natural History,
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1935-12-22T00:00:00Z,22,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 487,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1935-12-22T00:00:00Z,22,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 485,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1935-12-22T00:00:00Z,22,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 483,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.052234,-118.243685,1908-03-01T00:00:00Z,1,3,1908,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 503,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.052234,-118.243685,1936-03-22T00:00:00Z,22,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 495,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1935-12-22T00:00:00Z,22,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 488,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1936-01-05T00:00:00Z,5,1,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 499,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1936-05-01T00:00:00Z,1,5,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 522,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.052234,-118.243685,1936-03-22T00:00:00Z,22,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 493,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.052234,-118.243685,1935-12-15T00:00:00Z,15,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 491,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1935-12-22T00:00:00Z,22,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 486,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1935-01-01T00:00:00Z,,,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 521,A. F. Newton : Field Museum of Natural History - Insects,1992-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1935-12-22T00:00:00Z,22,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 484,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.052234,-118.243685,1936-03-22T00:00:00Z,22,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 496,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.052234,-118.243685,1936-03-22T00:00:00Z,22,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 497,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1935-12-22T00:00:00Z,22,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 480,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1935-12-22T00:00:00Z,22,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 518,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1935-12-22T00:00:00Z,22,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 482,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1936-01-05T00:00:00Z,5,1,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 498,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1935-12-22T00:00:00Z,22,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 481,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.052234,-118.243685,1908-03-01T00:00:00Z,1,3,1908,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 504,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.059061,-118.364535,1935-12-22T00:00:00Z,22,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 517,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.052234,-118.243685,1936-03-22T00:00:00Z,22,3,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 494,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.052234,-118.243685,1935-12-15T00:00:00Z,15,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 492,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.052234,-118.243685,1935-12-15T00:00:00Z,15,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 490,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctoporis,Nyctoporis carinata,,"Nyctoporis carinata LeConte, 1851",Los Angeles,California,34.052234,-118.243685,1935-11-03T00:00:00Z,3,11,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 118 489,C. A. Triplehorn,1971-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Okanagana,Okanagana utahensis,,"Okanagana utahensis Davis & W.T., 1919",Los Angeles County,California,34.36667,-118.2,1931-06-13T00:00:00Z,13,6,1931,PRESERVED_SPECIMEN,UMNH,UMNH.ent.0014765,,,Natural History Museum of Utah,Collector unknown
Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Okanagana,Okanagana utahensis,,"Okanagana utahensis Davis & W.T., 1919",Los Angeles County,California,34.36667,-118.2,1931-06-13T00:00:00Z,13,6,1931,PRESERVED_SPECIMEN,UMNH,UMNH.ent.0014764,,,Natural History Museum of Utah,Collector unknown
Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Okanagana,Okanagana utahensis,,"Okanagana utahensis Davis & W.T., 1919",Los Angeles County,California,34.36667,-118.2,1931-06-13T00:00:00Z,13,6,1931,PRESERVED_SPECIMEN,UMNH,UMNH.ent.0014766,,,Natural History Museum of Utah,Collector unknown
Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Olla,Olla v-nigrum,,"Olla v-nigrum (Mulsant, 1866)",Los Angeles,California,34.059061,-118.364535,1907-01-23T00:00:00Z,23,1,1907,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 026 744,,,The Field Mueum of Natural History,
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia albolateralis,,"Osmia albolateralis Cockerell, 1906",Siskiyou County,California,,,1911-06-02T00:00:00Z,2,6,1911,PRESERVED_SPECIMEN,USDA-ARS,BBSLID85264,M. Rightmyer 2011,,,B.W. Munenmacher
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia atrocyanea,,"Osmia atrocyanea Cockerell, 1897",Mendocino County,California,39.41655,-123.41778,1920-05-06T00:00:00Z,6,5,1920,PRESERVED_SPECIMEN,USDA-ARS,BBSLID85225,M. Rightmyer 2011,,,E.R. Leach
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia coloradensis,,"Osmia coloradensis Cresson, 1878",Los Angeles,California,34.0643,-118.1884,1936-05-16T00:00:00Z,16,5,1936,PRESERVED_SPECIMEN,USDA-ARS,BBSL193950,,,,A.M. Martin
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia exigua,,"Osmia exigua Cresson, 1878",Plumas County,California,,,1913-06-13T00:00:00Z,13,6,1913,PRESERVED_SPECIMEN,USDA-ARS,BBSLID8229,T.L. Griswold 2006,,,F.W. Nunenmacher
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia gabrielis,,"Osmia gabrielis Cockerell, 1910",Los Angeles,California,34.0643,-118.1884,1926-06-24T00:00:00Z,24,6,1926,PRESERVED_SPECIMEN,USDA-ARS,BBSLID86784,M. Rightmyer 2010,,,C.H. Hicks
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia gabrielis,,"Osmia gabrielis Cockerell, 1910",Los Angeles,California,34.0643,-118.1884,1926-06-24T00:00:00Z,24,6,1926,PRESERVED_SPECIMEN,USDA-ARS,BBSLID86783,M. Rightmyer 2010,,,C.H. Hicks
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,,"Osmia lignaria Say, 1837","Los Gatos Canyon, 3 mi N Coalinga",California,36.2024,-120.435,1933-07-01T00:00:00Z,,7,1933,PRESERVED_SPECIMEN,USDA-ARS,BBSLID4992,T.L. Griswold 2005,,,C.A. Hamsher
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,,"Osmia lignaria Say, 1837","Los Gatos Canyon, 3 mi N Coalinga",California,36.2024,-120.435,1933-07-01T00:00:00Z,,7,1933,PRESERVED_SPECIMEN,USDA-ARS,BBSLID4982,T.L. Griswold 2005,,,C.A. Hamsher
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,,"Osmia lignaria Say, 1837","Los Gatos Canyon, 3 mi N Coalinga",California,36.2024,-120.435,1933-07-01T00:00:00Z,,7,1933,PRESERVED_SPECIMEN,USDA-ARS,BBSLID4981,T.L. Griswold 2005,,,C.A. Hamsher
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,,"Osmia lignaria Say, 1837","Los Gatos Canyon, 3 mi N Coalinga",California,36.2024,-120.435,1933-07-01T00:00:00Z,,7,1933,PRESERVED_SPECIMEN,USDA-ARS,BBSLID4959,T.L. Griswold 2005,,,C.A. Hamsher
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia tristella,,"Osmia tristella Cockerell, 1897",Contra Costa County,California,37.93333,-121.93333,1918-06-19T00:00:00Z,19,6,1918,PRESERVED_SPECIMEN,USDA-ARS,BBSLID85623,M. Rightmyer 2011,,,E.R. Leach
Animalia,Arthropoda,Diplopoda,Polydesmida,Paradoxosomatidae,Oxidus,Oxidus gracilis,,"Orthomorpha gracilis (C.L.Koch, 1847)",Los Angeles,California,34.059061,-118.364535,1936-01-01T00:00:00Z,,1,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 001 956,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Diplopoda,Polydesmida,Paradoxosomatidae,Oxidus,Oxidus gracilis,,"Orthomorpha gracilis (C.L.Koch, 1847)",Los Angeles,California,34.059061,-118.364535,1935-10-20T00:00:00Z,20,10,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 001 952,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Peltodytes,Peltodytes simplex,,"Peltodytes simplex (Leconte, 1952)",Los Angeles,California,34.052234,-118.243685,1935-07-14T00:00:00Z,14,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 768 848,Dr. Frank N. Young : Indiana University,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Peltodytes,Peltodytes simplex,,"Peltodytes simplex (Leconte, 1952)",Los Angeles,California,34.052234,-118.243685,1935-07-14T00:00:00Z,14,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 768 851,Dr. Frank N. Young : Indiana University,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Peltodytes,Peltodytes simplex,,"Peltodytes simplex (Leconte, 1952)",Los Angeles,California,34.052234,-118.243685,1937-09-05T00:00:00Z,5,9,1937,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 768 852,Dr. Frank N. Young : Indiana University,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Peltodytes,Peltodytes simplex,,"Peltodytes simplex (Leconte, 1952)",Los Angeles,California,34.052234,-118.243685,1935-07-14T00:00:00Z,14,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 768 850,Dr. Frank N. Young : Indiana University,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Peltodytes,Peltodytes simplex,,"Peltodytes simplex (Leconte, 1952)",Los Angeles,California,34.052234,-118.243685,1935-07-14T00:00:00Z,14,7,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 768 849,Dr. Frank N. Young : Indiana University,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Pepsis,Pepsis chrysothemis,,"Pepsis chrysothemis Lucas, 1895",Los Angeles,California,34.059061,-118.364535,1936-05-14T00:00:00Z,14,5,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 202 453,Dr. Paul D. Hurd Jr. : University of California - Berkeley,1949-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Phidippus,Phidippus clarus,,"Phidippus clarus Keyserling, 1885",Los Angeles,California,34.059061,-118.364535,1935-05-30T00:00:00Z,30,5,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0003 482 887,Dr. James P. Kase : The Field Museum,2016-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Zopheridae,Phloeodes,Phloeodes plicatus,,"Phloeodes plicatus (LeConte, 1859)",Los Angeles,California,34.052234,-118.243685,1908-03-01T00:00:00Z,1,3,1908,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 103 057,,,The Field Mueum of Natural History,
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex californicus,,"Pogonomyrmex californicus (Buckley, 1867)",Los Angeles,California,34.052234,-118.243685,1935-05-19T00:00:00Z,19,5,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 121 683,Dr. Arthur C. Cole : University of Tennessee,1966-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex californicus,,"Pogonomyrmex californicus (Buckley, 1867)",Los Angeles,California,34.052234,-118.243685,1936-02-26T00:00:00Z,26,2,1936,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 121 493,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex californicus,,"Pogonomyrmex californicus (Buckley, 1867)",Los Angeles,California,34.052234,-118.243685,1935-06-23T00:00:00Z,23,6,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0000 121 703,Dr. Arthur C. Cole : University of Tennessee,1966-01-01T00:00:00Z,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Rhinandrus,Rhinandrus gracilis,distans,"Eleodes gracilis distans Blaisdell, 1909",Los Angeles,California,34.059061,-118.364535,1935-12-22T00:00:00Z,22,12,1935,PRESERVED_SPECIMEN,FMNH,FMNHINS 0004 136 449,,,The Field Mueum of Natural History,G. Grant
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Rhinandrus,Rhinandrus gracilis,,"Eleodes gracilis (LeConte, 1858)",Los Angeles County,California,34.075974,-118.232959,1930-08-20T00:00:00Z,20,8,1930,PRESERVED_SPECIMEN,CSU,CSU ENT0003442,F.E. Blaisdell,,Department of Bioagricultural Sciences and Pest Management,unknown
